1	0.1931776288482878
2	0.10336862918403414
3	0.09551732449067964
4	0.052549618813726634
5	0.03455399783949057
6	0.034657472744584084
7	0.020774478403230507
8	0.02034937072959211
9	0.02085168369942241
10	0.019216058310121298
11	0.019969941323830023
12	0.01751884023865892
13	0.015364345835728778
14	0.014238196321659617
15	0.013017918552375503
16	0.019779553429947958
17	0.01410248725571566
18	0.014649716154154804
19	0.020643220490051642
20	0.014672390133556392
21	0.021268726688706212
22	0.012099842747880353
23	0.013983940550436577
24	0.011274526050935188
25	0.015293410772250758
26	0.012953881898687946
27	0.012441709068500333
28	0.013074011334942447
29	0.015430331437124146
30	0.013371469142536322
31	0.011666247103777196
32	0.010216487519856956
33	0.011689819343802001
34	0.007926464391251406
35	0.01521356569396125
36	0.010424820964948999
37	0.010539516289201047
38	0.014844336288256777
39	0.010904410026139684
40	0.010786638181242678
41	0.014046412478718493
42	0.011455650079167552
43	0.011135220061987638
44	0.015046507792754306
45	0.010395585300607814
46	0.011546711696104871
47	0.0100753264915612
48	0.018625055129329365
49	0.012205172899282642
50	0.009879811408205165
